OBJECTID_12,Shape,OBJECTID,ORIGINAL_WQ_DATA_SET,USGS_SITE_NUMBER,USGS_LOCAL_NUMBER,DEQ_WELL_NUMBER,OWNER,SITE_TYPE,VDH_WELL_NUMBER,PWSID,VWUDS_GWPERMIT_MPID_NUMBER,GW_PERMIT_STATUS,LOCAL_WELL_NAME,COUNTY_OR_CITY,LAT83dms,LONG83dms,LAT83dd,LONG83dd,SAMPLE_COLLECTION_DATE,SAMPLE_COLLECTION_TIME,BAROMETRIC_PRESSURE_mmHg,ACID_NEUTRALIZING_CAPACITY_FIELD_FILTERED_TITRATION_MG_L_CaCO3,ACID_NEUTRALIZING_CAPACITY_FIELD_UNFILTERED_TITRATION_MG_L_CaCO3,ACID_NEUTRALIZING_CAPACITY_LAB_UNFILTERED_TITRATION_MG_L_CaCO3,ACIDITY_mg_L,ALKALINITY_FIELD_FILTERED_TITRATION_mg_L_CaCO3,ALKALINITY_FILTERED_mg_L_CaCO3,ALKALINITY_TOTAL_mg_L_CaCO3,COLOR_FILTERED_PCU,COLOR_PCU,TOTAL_DISSOLVED_SOLIDS_mg_L_FIELD_ELECTROCHEMICAL,RESIDUE_FIXED_FILTRABLE_mg_L,RESIDUE_FIXED_NONFILTRABLE_mg_L,RESIDUE_TOTAL_mg_L,RESIDUE_TOTAL_FIXED_mg_L,RESIDUE_TOTAL_NONFILTRABLE_mg_L,RESIDUE_TOTAL_VOLATILE_mg_L,RESIDUE_VOLATILE_FILTRABLE_mg_L,RESIDUE_VOLATILE_NONFILTRABLE_mg_L,RESIDUE_TOTAL_FILTRABLE_DRIED_105C_mg_L,RESIDUE_TOTAL_FILTRABLE_DRIED_180C_mg_L,RESIDUE_FILTRABLE_SUM_OF_CONSTITUENTS_mg_L,HARDNESS_mg_L_CaCO3,HARDNESS_FILTERED_mg_L_CaCO3,NONCARBONATE_HARDNESS_FIELD_mg_L_CaCO3_FILTERED,NONCARBONATE_HARDNESS_FIELD_mg_L_CaCO3,NONCARBONATE_HARDNESS_mg_L_CaCO3_FILTERED,NONCARBONATE_HARDNESS_mg_L_CaCO3,pH_FIELD_STANDARD_UNITS,pH_STANDARD_UNITS,SPECIFIC_CONDUCTANCE_FIELD_Us_cm_25C,SPECIFIC_CONDUCTANCE_Us_cm_25C,TEMPERATURE_WATER_C,TEMPERATURE_WATER_F,TEMPERATURE_AIR_C,TEMPERATURE_AIR_F,TURBIDITY_FIELD_NTU,TURBIDITY_NTU,TURBIDITY_JCU,CALCIUM_FILTERED_mg_L,CALCIUM_mg_L,MAGNESIUM_FILTERED_mg_L,MAGNESIUM_mg_L,POTASSIUM_FILTERED_mg_L,POTASSIUM_mg_L,SODIUM_FILTERED_mg_L,SODIUM_mg_L,BICARBONATE_ALKALINITY_FILTERED_FIELD_TITRATION_mg_L_AS_CaCO3,BICARBONATE_FILTERED_FIELD_TITRATION_mg_L,BICARBONATE_ALKALINITY_FIELD_mg_L_CaCO3,BICARBONATE_FIELD_mg_L,BICARBONATE_ALKALINITY_FILTERED_mg_L_CaCO3,BICARBONATE_FILTERED_mg_L,BICARBONATE_ALKALINITY_mg_L_CaCO3,BICARBONATE_mg_L,CARBONATE_ALKALINITY_FILTERED_FIEDL_TITRATION_mg_L_CaCO3,CARBONATE_FILTERED_FIELD_TITRATION_mg_L,CARBONATE_ALKALINITY_UNFILTERED_FIELD_TITRATION_mg_L_CaCO3,CARBONATE_UNFILTERED_FIELD_TITRATION_mg_L,CARBONATE_ALKALINITY_mg_L_CaCO3,CARBONATE_mg_L,SULFATE_FILTERED_mg_L,SULFATE_mg_L,CHLORIDE_FILTERED_mg_L,CHLORIDE_mg_L,FLUORIDE_FILTERED_mg_L,FLUORIDE_mg_L,ALUMINUM_FILTERED_ug_L,ALUMINUM_ug_L,ANTIMONY_FILTERED_ug_L,ANTIMONY_ug_L,ARSENIC_FILTERED_ug_L,ARSENIC_UG_L,BARIUM_FILTERED_ug_L,BARIUM_ug_L,BERYLLIUM_FILTERED_ug_L,BERYLLIUM_ug_L,BORON_ug_L,BROMIDE_FILTERED_mg_L,CADMIUM_FILTERED_ug_L,CADMIUM_ug_L,CHROMIUM_FILTERED_ug_L,CHROMIUM_ug_L,COBALT_FILTERED_ug_L,COBALT_ug_L,COPPER_FILTERED_ug_L,COPPER_ug_L,IRON_FILTERED_ug_L,IRON_ug_L,LEAD_FILTERED_ug_L,LEAD_ug_L,LITHIUM_FILTERED_ug_L,MANGANESE_FILTERED_ug_L,MANGANESE_ug_L,MERCURY_FILTERED_ug_L,MERCURY_ug_L,MOLYBDENUM_FILTERED_ug_L,MOLYBDENUM_ug_L,NICKEL_FILTERED_ug_L,NICKEL_ug_L,RUBIDIUM_FILTERED_ug_L,SELENIUM_FILTERED_ug_L,SELENIUM_ug_L,SILVER_FILTERED_ug_L,SILVER_ug_L,STRONTIUM_FILTERED_ug_L,THALLIUM_FILTERED_ug_L,THALLIUM_ug_L,VANADIUM_FILTERED_ug_L,VANADIUM_ug_L,ZINC_FILTERED_ug_L,ZINC_ug_L,CARBON_TOTAL_mg_L,CARBON_INORGANIC_FILTERED_mg_L,CARBON_INORGANIC_mg_L,CARBON_ORGANIC_FILTERED_mg_L,CARBON_ORGANIC_mg_L,HYDROGEN_mg_L,IODIDE_FILTERED_mg_L,PHOSPHORUS_FILTERED_mg_L_P,PHOSPHORUS_mg_L_P,SILICA_FILTERED_mg_L,SILICA_mg_L,SULFIDE_FIELD_FILTERED_mg_L,SULFIDE_FIELD_UNFILTERED_mg_L,SULFIDE_FILTERED_mg_L,SULFIDE_mg_L,CARBON_DIOXIDE_mg_L,METHANE_mg_L,OXYGEN_FIELD_ELECTROCHEMICAL_mg_L,OXYGEN_FIELD_ELECTROCHEMICAL_PERCENT_SATURATION,OXYGEN_mg_L,OXYGEN_PERCENT_SATURATION,AMMONIA_FILTERED_mg_L_N,AMMONIA_mg_L_N,NITRATE_PLUS_NITRITE_FILTERED_mg_L_N,NITRATE_PLUS_NITRITE_mg_L_N,NITRATE_FILTERED_mg_L_N,NITRATE_mg_L_N,NITRITE_FILTERED_mg_L_N,NITRITE_mg_L_N,NITROGEN_ORGANIC_FILTERED_mg_L_N,NITROGEN_ORGANIC_mg_L_N,NITROGEN_TOTAL_KJELDAHL_FILTERED_mg_L_N,NITROGEN_TOTAL_KJELDAHL_mg_L_N,NITROGEN_TOTAL_FILTERED_mg_L_N,NITROGEN_TOTAL_mg_L_N,ORTHOPHOSPHATE_TOTAL_mg_L_P,ORTHOPHOSPHATE_FILTERED_mg_L_P,ORTHOPHOSPHATE_mg_L_P,PHOSPHATE_FILTERED_mg_L_P,PHOSPHATE_mg_L_P,PHOSPHOROUS_mg_L_P,ALPHA_RADIOACTIVITY_ug_L,ALPHA_RADIOACTIVITY_PCi_L,BETA_RADIOACTIVITY_ug_L,BETA_RADIOACTIVITY_PCi_L,GROSS_ALPHA_RADIOACTIVITY_FILTERED_ug_L,GROSS_ALPHA_RADIUM_AND_URANIUM_NO_RADON_PCi_L,GROSS_ALPHA_RADIUM_NO_URANIUM_NO_RADON_PCi_L,GROSS_ALPHA_RADIOACTIVITY_30D_PCi_L,GROSS_ALPHA_RADIOACTIVITY_FILTERED_30D_PCi_L,GROSS_ALPHA_RADIOACTIVITY_72HR_PCi_L,GROSS_ALPHA_RADIOACTIVITY_FILTERED_72HR_PCi_L,GROSS_BETA_ACTIVITY_FILTERED_PCi_L,GROSS_BETA_PCi_L,GROSS_BETA_ACTIVITY_30D_PCi_L,GROSS_BETA_ACTIVITY_30D_FILTERED_PCi_L,GROSS_BETA_ACTIVITY_72HR_PCi_L,GROSS_BETA_ACTIVITY_72HR_FILTERED_PCi_L,RADIUM_224_FILTERED_PCi_L,RADIUM_226_FILTERED_PCi_L,RADIUM_226,RADIUM_228_FILTERED_PCi_L,RADIUM_228,RADIUM_222_PCi_L,POTASSIUM_40_FILTERED_PCi_L,TRITIUM_PCi_L,URANIUM_FILTERED_ug_L,URANIUM_ug_L,CHARGE_BALANCE,SAMPLE_DATE_AND_TIME_CEDS,OBJECTID_1,OBJECTID_2,DEQ_NUMBER,SPRING_NAME,USGS_SITE_ID,VWUDS_MPID,OTHER_ID,SITE_COMMENTS,DATE_INVENTORIED_INITIAL,NUMBER_OF_OPENINGS,ALTITUDE_FT_AMSL,NED_10M_PROJECTED_ELEVATION_FT_AMSL,LATITUDE_NAD83_DMS,LONGITUDE_NAD83_DMS,LATNAD83DD,LONGNAD83D,Site_Photo_Field_Notes,COUNTY,TOPO_SETTING,NATIONAL_WATER_USE,IMPROVEMENTS,SPHERE_OF_DISCHARGE,OWNER_SITE,DATA_COLLECTOR_SITE,HDATUM,LATLONGSOURCE,QUAD_NAME,GENERAL_LITHOLOGY,USGS_500K_GEOL_LABEL,USGS_500K_GEOLOGY,USGS_500K_GEOL_UNIT_LINK,USGS_500K_GEOL_AGE,USGS_500K_GEOL_ROCKTYPE1,USGS_500K_GEOL_ROCKTYPE2,USGS_500K_GEOL_FORMATION_NAME,USGS_500K_GEOL_FORMATION_PERIOD,MAJOR_BASIN_NAME,BASIN_NAME,BASIN_CODE,USGS_HUC_CODE,HUC_NAME,HUC_DRAIN,VDOF_LAND_USE,PROVINCE,PROVINCE_SECTION,SINGLE_MULTIPLE_TREND
1,,402,SWCB,3.70956E+14,58F  9,216-00001,FORT EUSTIS - #3,,-9999,3700100,3.7094E+14,yes,FORT EUSTIS - #3,Newport News,370939.4732,763451.1684,37.160964,-76.58088,6/20/1974,13:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,351,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1175,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,1.8,-9999,10.6,-9999,4300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,427.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,337,-9999,3.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,1393,1580,216-00001,SPRING 15-1,371252076351701_58FS  6,,,LOCATION COULD NOT BE VERIFIED WITH VGIN IMAGERY.,19970522,0,40,37,371252.5247,763515.832,37.21459019,-76.58773112,No,NEWPORT NEWS,VALLEY FLAT,,,SUBAERIAL,"US NAVY WPNSTA YORKTOWN, ,",USGS,NAD27,MAP,YORKTOWN,,water,water,VAwater;0,Holocene,water,,,,James River Basin,Lower James River Subbasin,2C,2080206,JAMES RIVER/PAGEN RIVER/WARWICK RIVER/CHUCKATUCK CREEK,G,Forest Harvest,COASTAL PLAIN,EMBAYED,MULTIPLE
2,,1239,SWCB,,,101-00771,M Y SUTHERLAND - SPRING,,-9999,-9999,,,M Y SUTHERLAND - SPRING,Albemarle,375712.6955,783958.9378,37.953526,-78.666371,4/14/1981,11:45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.7,5.6,-9999,291,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,-9999,0.4,-9999,0.8,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10,-9999,-9999,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1,-9999,0.42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.356481317,,1104,2,101-00771,M Y SUTHERLAND - SPRING,,,,LOCATION COULD NOT BE VERIFIED WITH VGIN IMAGERY.,0,0,740,736,375712.6955,783958.9378,37.95352653,-78.66637161,No,ALBEMARLE,,DOMESTIC,,,"M Y SUTHERLAND - SPRING, ,",,NAD27,,COVESVILLE,METAMORPHIC,Ybg,Ybg,VAYbg;0,Proterozoic Y,augen gneiss,,porphyroblastic biotite-plagioclase augen gneiss,middle Proterozoic,James River Basin,Middle James River and Appomattox River Subbasin,2B,2080203,NORTH FORK HARDWARE RIVER/SOUTH FORK HARDWARE RIVER,H,Crop,PIEDMONT,PIEDMONT UPLAND,SINGLE
3,,1241,SWCB,,,101-00793,REDLAND FARM SP. #1,,-9999,-9999,,,REDLAND FARM SP. #1,Albemarle,375424.4891,783205.9557,37.906802,-78.534987,3/25/1981,15:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.7,6.6,-9999,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.7,-9999,2.4,-9999,0.3,-9999,3.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,40.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10,-9999,100,-9999,-9999,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.81935927,,1107,5,101-00793,REDLAND FARM SPRING 1,,,,MAP LOCATION COULD NOT BE VERIFIED WITH VGIN IMAGERY.,20190523,0,400,0,375424.4891,783205.9557,37.906802,-78.534987,No,ALBEMARLE,HILLSIDE,,,,,SWCB,NAD27,MAP,ALBERENE,IGNEOUS,[Zc,[Zc,VACAZc;0,Proterozoic Z-Cambrian,meta-basalt,,Catoctin Formation - metabasalt,Cambrian - late Proterozoic,James River Basin,Middle James River and Appomattox River Subbasin,2B,2080203,HARDWARE RIVER,H,Pine Forest,PIEDMONT,PIEDMONT UPLAND,SINGLE
4,,1242,SWCB,,,101-00794,REDLAND FARM SPRING #2,,-9999,-9999,,,REDLAND FARM SPRING #2,Albemarle,375451.4894,783146.9552,37.914302,-78.529709,3/25/1981,15:25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.3,6.4,-9999,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.7,-9999,2.7,-9999,0.3,-9999,3.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,42.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,-9999,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10,-9999,100,-9999,-9999,-9999,-9999,50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1,-9999,0.37,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.780367501,,1108,6,101-00794,REDLAND FARM SPRING #2,,,,LOCATION COULD NOT BE VERIFIED WITH VGIN IMAGERY.,0,0,480,514,375451.4894,783146.9552,37.91430261,-78.52970978,No,ALBEMARLE,,,,,"REDLAND FARM SPRING #2, ,",,NAD27,,ALBERENE,IGNEOUS,[Zc,[Zc,VACAZc;0,Proterozoic Z-Cambrian,meta-basalt,,Catoctin Formation - metabasalt,Cambrian - late Proterozoic,James River Basin,Middle James River and Appomattox River Subbasin,2B,2080203,HARDWARE RIVER,H,Hardwood Forest,PIEDMONT,PIEDMONT UPLAND,SINGLE
5,,1243,SWCB,,,101-00795,REDLAND FARM SPRING #3,,-9999,-9999,,,REDLAND FARM SPRING #3,Albemarle,375526.4927,783200.9547,37.924025,-78.533598,3/25/1981,15:45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.7,6.6,-9999,108,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.6,-9999,3.3,-9999,0.5,-9999,4.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,46.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10,-9999,100,-9999,-9999,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1,-9999,0.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.699429249,,1109,7,101-00795,REDLAND FARM SPRING #3,,,,LOCATION COULD NOT BE VERIFIED WITH VGIN IMAGERY.,0,0,760,754,375526.4927,783200.9547,37.92402574,-78.53359851,No,ALBEMARLE,,,,,"REDLAND FARM SPRING #3, ,",,NAD27,,ALBERENE,IGNEOUS,[Zc,[Zc,VACAZc;0,Proterozoic Z-Cambrian,meta-basalt,,Catoctin Formation - metabasalt,Cambrian - late Proterozoic,James River Basin,Middle James River and Appomattox River Subbasin,2B,2080203,HARDWARE RIVER,H,Hardwood Forest,PIEDMONT,PIEDMONT UPLAND,SINGLE
6,,1250,SWCB,,,101-00852,BLACKROCK SPRING,,-9999,-9999,,,BLACKROCK SPRING,Albemarle,381251.5255,784436.9169,38.214312,-78.743588,8/7/1985,10:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.75,6,-9999,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,-9999,0.5,-9999,1.2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3,-9999,1,-9999,0.05,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,-9999,10,-9999,10,-9999,1,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1,-9999,0.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.633110379,,1193,8,101-00852,BLACKROCK SPRING,,,DGIF: 4,USED BY HIKERS ALONG APPALACHIAN TRAIL.  LOCATION COULD NOT BE VERIFIED USING VGIN IMAGERY.,0,0,0,2642,381252.4728,784435.0819,38.21457579,-78.7430783,YES,ALBEMARLE,,NOT USED,,,"SHENANDOAH NATIONAL PARK, ,",SWCB,NAD27,MAP,BROWNS COVE,SILICICLASTIC,[ch,[ch,VACAch;0,Cambrian,quartzite,conglomerate,Chilhowee Group,Cambrian,James River Basin,Middle James River and Appomattox River Subbasin,2B,2080204,MOORMANS RIVER,H,Hardwood Forest,BLUE RIDGE,NORTHERN,SINGLE
7,,1251,SWCB,,,101-00853,DUNDO SPRING,,-9999,-9999,,,DUNDO SPRING,Albemarle,381319.5273,784355.9179,38.22209,-78.732199,8/7/1985,11:25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.12,6.3,-9999,17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,-9999,0.6,-9999,0.8,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.8,-9999,1,-9999,0.04,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,-9999,10,-9999,30,-9999,1,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1,-9999,0.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.572767531,,1194,9,101-00853,SNP - DUNDO SPRING,3.81318E+14,,"PWSID:  2003253, DGIF: 5","TWO WELLS HAVE BEEN DRILLED DOWNSTREAM OF THE SPRING THE NPS.  SEE VDRR, M.R.R. 10 FOR ADDITIONAL FLOW MEASUREMENTS.  LOCATION COULD NOT BE VERIFIED WITH VGIN IMAGERY.",0,0,0,2858,381320.4718,784354.0804,38.22235329,-78.73168901,YES,ALBEMARLE,,NOT USED,,,"SHENANDOAH NATIONAL PARK, ,",SWCB,NAD27,MAP,BROWNS COVE,SILICICLASTIC,[ch,[ch,VACAch;0,Cambrian,quartzite,conglomerate,Chilhowee Group,Cambrian,James River Basin,Middle James River and Appomattox River Subbasin,2B,2080204,MOORMANS RIVER,H,Hardwood Forest,BLUE RIDGE,NORTHERN,SINGLE
8,,1252,SWCB,,,101-00854,IRY CREEK SPRING,,-9999,-9999,,,IRY CREEK SPRING,Albemarle,381554.5336,783918.931,38.265148,-78.655258,8/7/1985,12:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.16,6.4,-9999,52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,1.8,-9999,0.2,-9999,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.7,-9999,1,-9999,0.06,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,-9999,10,-9999,10,-9999,1,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1,-9999,2.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.693252169,,1195,10,101-00854,IVY CREEK SPRING,3.81553E+14,,DGIF: 6,SEE VDMR MINERAL RESOURCES REPORT 10 FOR FURTHER FLOW MEASUREMENTS.  LOCATION COULD NOT BE VERIFIED WITH VGIN IMAGERY.,0,0,2880,2884,381555.4672,783917.069,38.26540754,-78.65474138,YES,ALBEMARLE,,NOT USED,,,"SHENANDOAH NATIONAL PARK, ,",SWCB,NAD27,MAP,MCGAHEYSVILLE,IGNEOUS,[Zc,[Zc,VACAZc;0,Proterozoic Z-Cambrian,meta-basalt,,Catoctin Formation - metabasalt,Cambrian - late Proterozoic,James River Basin,Middle James River and Appomattox River Subbasin,2B,2080204,NORTH FORK RIVANNA RIVER/SWIFT RUN/PREDDY CREEK,H,Hardwood Forest,BLUE RIDGE,NORTHERN,SINGLE
