agency_cd,site_no,site_number,station_nm,site_tp_cd,lat,long,dec_coord_datum_cd,district_cd,state,county_cd
USGS,4.25536E+14,425536075075401,HE 477,SP,42.92673756,-75.131271,NAD83,36,NY,43
USGS,4.25557E+14,425557075071701,HE 478,SP,42.93257087,-75.120993,NAD83,36,NY,43
USGS,4.25604E+14,425604074550701,HE 391,SP,42.934516,-74.9182085,NAD83,36,NY,43
USGS,4.25605E+14,425605075065101,HE 392,SP,42.93479309,-75.1137705,NAD83,36,NY,43
USGS,4.25609E+14,425609074473401,HE 393,SP,42.93590537,-74.7923705,NAD83,36,NY,43
USGS,4.2561E+14,425610074510801,HE 394,SP,42.9361829,-74.8518171,NAD83,36,NY,43
USGS,4.25612E+14,425612074252501,MT 473,SP,42.93613889,-74.4212222,NAD83,36,NY,57
USGS,4.25614E+14,425614076103901,OD1841,SP,42.9372887,-76.177148,NAD83,36,NY,67
USGS,4.25615E+14,425615075071901,HE 396,SP,42.9375708,-75.1215485,NAD83,36,NY,43
USGS,4.25623E+14,425623076142901,OD1845,SP,42.93980556,-76.2415,NAD83,36,NY,67
USGS,4.25638E+14,425638074515901,HE   9,SP,42.94396055,-74.8659843,NAD83,36,NY,43
USGS,4.25643E+14,425643074533401,HE 398,SP,42.9453493,-74.8923742,NAD83,36,NY,43
USGS,4.25651E+14,425651074535601,HE 631,SP,42.94757149,-74.8984856,NAD83,36,NY,43
USGS,4.25659E+14,425659075013001,HE 616,SP,42.9497932,-75.0246012,NAD83,36,NY,43
USGS,4.25703E+14,425703075053201,HE 399,SP,42.95090409,-75.0918254,NAD83,36,NY,43
USGS,4.25705E+14,425705076455501,SE 340,SP,42.9514546,-76.7649533,NAD83,36,NY,99
USGS,4.25712E+14,425712074462301,HE 400,SP,42.9534052,-74.7726476,NAD83,36,NY,43
USGS,4.25714E+14,425714075014301,HE 401,SP,42.9539598,-75.0282124,NAD83,36,NY,43
USGS,4.25715E+14,425715074542201,HE 402,SP,42.95423805,-74.905708,NAD83,36,NY,43
USGS,4.25715E+14,425715074571401,HE 403,SP,42.95423787,-74.95348759,NAD83,36,NY,43
USGS,4.25721E+14,425721075043101,HE 404,SP,42.95590409,-75.07488039,NAD83,36,NY,43
USGS,4.25721E+14,425721076192701,OD1863,SP,42.95588889,-76.3241667,NAD83,36,NY,67
USGS,4.25723E+14,425723074564701,HE 405,SP,42.95646009,-74.9459873,NAD83,36,NY,43
USGS,4.25725E+14,425725076102001,OD1923,SP,42.95721944,-76.1724972,NAD83,36,NY,67
USGS,4.25726E+14,425726074562301,HE 406,SP,42.9572934,-74.93932039,NAD83,36,NY,43
USGS,4.25727E+14,425727075042501,HE 407,SP,42.95757074,-75.0732137,NAD83,36,NY,43
USGS,4.25731E+14,425731075035601,HE 408,SP,42.95868187,-75.0651579,NAD83,36,NY,43
USGS,4.25733E+14,425733074454301,HE 634,SP,42.9592385,-74.761536,NAD83,36,NY,43
USGS,4.25733E+14,425733075242201,OE 157,SP,42.95923639,-75.4057268,NAD83,36,NY,65
USGS,4.25737E+14,425737075002901,HE 410,SP,42.9603487,-75.00765618,NAD83,36,NY,43
USGS,4.25737E+14,425737075015701,HE 411,SP,42.9603486,-75.0321013,NAD83,36,NY,43
USGS,4.25741E+14,425741074451101,HE 633,SP,42.96146077,-74.7526468,NAD83,36,NY,43
USGS,4.25741E+14,425741077082000,OT 260,SP,42.9614526,-77.1385867,NAD83,36,NY,69
USGS,4.25746E+14,425746075020801,HE 413,SP,42.96284858,-75.03515698,NAD83,36,NY,43
USGS,4.25747E+14,425747075022101,HE 414,SP,42.9631263,-75.03876819,NAD83,36,NY,43
USGS,4.25801E+14,425801074512401,HE 415,SP,42.96701586,-74.8562618,NAD83,36,NY,43
USGS,4.25801E+14,425801074512701,HE 416,SP,42.96701585,-74.8570951,NAD83,36,NY,43
USGS,4.25801E+14,425801075041701,HE 417,SP,42.96701508,-75.0709913,NAD83,36,NY,43
USGS,4.25807E+14,425807074511601,HE 418,SP,42.9686825,-74.8540395,NAD83,36,NY,43
USGS,4.25808E+14,425808074515901,HE 419,SP,42.9689602,-74.8659844,NAD83,36,NY,43
USGS,4.25808E+14,425808075081001,HE 420,SP,42.9689593,-75.1357155,NAD83,36,NY,43
USGS,4.25813E+14,425813074485101,HE 421,SP,42.9703493,-74.8137602,NAD83,36,NY,43
USGS,4.25814E+14,425814075021201,HE 422,SP,42.97062626,-75.03626809,NAD83,36,NY,43
USGS,4.25815E+14,425815075055701,HE 630,SP,42.9709038,-75.0987699,NAD83,36,NY,43
USGS,4.25819E+14,425819075021001,HE 423,SP,42.9720151,-75.0357125,NAD83,36,NY,43
USGS,4.25822E+14,425822076081601,OD1838,SP,42.9728162,-76.1373687,NAD83,36,NY,67
USGS,4.25827E+14,425827075044501,HE 425,SP,42.9742372,-75.0787693,NAD83,36,NY,43
USGS,4.25833E+14,425833074553101,HE 426,SP,42.97590437,-74.92487539,NAD83,36,NY,43
USGS,4.25839E+14,425839076081801,OD1842,SP,42.97756619,-76.13786868,NAD83,36,NY,67
USGS,4.25843E+14,425843075054701,HE 629,SP,42.9786815,-75.095992,NAD83,36,NY,43
USGS,4.25844E+14,425844074551301,HE 427,SP,42.9789599,-74.9198752,NAD83,36,NY,43
USGS,4.25851E+14,425851074521301,HE 428,SP,42.9809045,-74.86987339,NAD83,36,NY,43
USGS,4.25851E+14,425851075073101,HE 429,SP,42.98090365,-75.1248818,NAD83,36,NY,43
USGS,4.25857E+14,425857074455901,HE 632,SP,42.98257158,-74.7659807,NAD83,36,NY,43
USGS,4.25857E+14,425857074551001,HE 430,SP,42.98257097,-74.9190418,NAD83,36,NY,43
USGS,4.25857E+14,425857077243500,OT 262,SP,42.98256338,-77.4094349,NAD83,36,NY,69
USGS,4.259E+14,425900076203500,OD 366,SP,42.98339937,-76.3427091,NAD83,36,NY,67
USGS,4.25902E+14,425902075073801,HE 431,SP,42.98395917,-75.1268263,NAD83,36,NY,43
USGS,4.25903E+14,425903076093101,OD1815,SP,42.9842328,-76.1582581,NAD83,36,NY,67
USGS,4.25905E+14,425905074555801,HE 432,SP,42.9847931,-74.9323756,NAD83,36,NY,43
USGS,4.25908E+14,425908075504301,"M 210, NY",SP,42.9856111,-75.84527778,NAD83,36,NY,53
USGS,4.2591E+14,425910074505601,HE 433,SP,42.9861823,-74.8484837,NAD83,36,NY,43
USGS,4.25931E+14,425931075262901,OE1129,SP,42.992,-75.4414667,NAD83,36,NY,65
USGS,4.25931E+14,425931075262902,OE1135,SP,42.992,-75.4414667,NAD83,36,NY,65
USGS,4.25931E+14,425931075262903,OE 969,SP,42.992,-75.4414667,NAD83,36,NY,65
USGS,4.25937E+14,425937075060301,HE 434,SP,42.99368136,-75.1004366,NAD83,36,NY,43
USGS,4.25942E+14,425942074540101,HE 435,SP,42.99507089,-74.8998745,NAD83,36,NY,43
USGS,4.25944E+14,425944074493901,HE 436,SP,42.9956267,-74.82709409,NAD83,36,NY,43
USGS,4.25953E+14,425953075062301,HE 635,SP,42.9981257,-75.1059923,NAD83,36,NY,43
USGS,4.30005E+14,430005075584100,OD 367,SP,43.00145516,-75.9776966,NAD83,36,NY,67
USGS,4.3002E+14,430020076081701,OD1816,SP,43.00562165,-76.13770179,NAD83,36,NY,67
USGS,4.30022E+14,430022076200901,OD1861,SP,43.00616667,-76.3359167,NAD83,36,NY,67
USGS,4.30026E+14,430026075054101,HE 437,SP,43.00729238,-75.0943253,NAD83,36,NY,43
USGS,4.30031E+14,430031074565801,HE 438,SP,43.00868168,-74.949043,NAD83,36,NY,43
USGS,4.30036E+14,430036076202001,OD1862,SP,43.01019444,-76.3390833,NAD83,36,NY,67
USGS,4.3004E+14,430040076093901,OD1817,SP,43.0111772,-76.1604803,NAD83,36,NY,67
USGS,4.30044E+14,430044074583501,HE 439,SP,43.01229266,-74.97598839,NAD83,36,NY,43
USGS,4.30054E+14,430054074520901,HE 440,SP,43.0150708,-74.8687624,NAD83,36,NY,43
USGS,4.30119E+14,430119074492701,HE 441,SP,43.02201539,-74.8237609,NAD83,36,NY,43
USGS,4.30126E+14,430126073223500,W 538,SP,43.0239662,-73.37594518,NAD83,36,NY,115
USGS,4.30145E+14,430145076003700,OD 368,SP,43.02923315,-76.00992,NAD83,36,NY,67
USGS,4.30213E+14,430213076111201,OD1818,SP,43.0370108,-76.1863144,NAD83,36,NY,67
USGS,4.30221E+14,430221074585201,HE 730,SP,43.0392369,-74.980711,NAD83,36,NY,43
USGS,4.30249E+14,430249077283401,MO  660,SP,43.0470076,-77.475828,NAD83,36,NY,55
USGS,4.30249E+14,430249077283402,MO  661,SP,43.0470076,-77.475828,NAD83,36,NY,55
USGS,4.30249E+14,430249077283403,MO  662,SP,43.0470076,-77.475828,NAD83,36,NY,55
USGS,4.30256E+14,430256074344301,FU 290,SP,43.04900556,-74.5788361,NAD83,36,NY,35
USGS,4.30318E+14,430318073205101,W   6,SP,43.0550771,-73.3470555,NAD83,36,NY,115
USGS,4.30328E+14,430328074461501,HE 615,SP,43.05784859,-74.77042628,NAD83,36,NY,43
USGS,4.30332E+14,430332076094901,OD1819,SP,43.05864997,-76.163397,NAD83,36,NY,67
USGS,4.30416E+14,430416076142901,OD1840,SP,43.07117779,-76.2410385,NAD83,36,NY,67
USGS,4.30458E+14,430458076110901,OD1812,SP,43.08284465,-76.1854812,NAD83,36,NY,67
USGS,4.30518E+14,430518074581101,HE 728,SP,43.08840325,-74.9693221,NAD83,36,NY,43
USGS,4.30557E+14,430557074502201,HE 729,SP,43.09923689,-74.8390402,NAD83,36,NY,43
USGS,4.30732E+14,430732078224001,GS 292,SP,43.12551389,-78.37803889,NAD83,36,NY,37
USGS,4.30732E+14,430732078224101,GS 293,SP,43.12550556,-78.3780528,NAD83,36,NY,37
USGS,4.30733E+14,430733078224401,GS 291,SP,43.12579444,-78.3788861,NAD83,36,NY,37
USGS,4.30733E+14,430733078224601,GS 290,SP,43.1257972,-78.37943889,NAD83,36,NY,37
USGS,4.30756E+14,430756076152601,OD1846,SP,43.13234509,-76.2567338,NAD83,36,NY,67
USGS,4.30911E+14,430911074510201,HE 646,SP,43.15314167,-74.8506722,NAD83,36,NY,43
USGS,4.30913E+14,430913074505801,HE 647,SP,43.15366944,-74.84965,NAD83,36,NY,43
USGS,4.30933E+14,430933078243001,OL  43,SP,43.1591083,-78.4082111,NAD83,36,NY,73
USGS,4.30938E+14,430938078243001,OL  44,SP,43.16036667,-78.40815,NAD83,36,NY,73
USGS,4.31129E+14,431129077480500,MO15057,SP,43.19145,-77.8011194,NAD83,36,NY,55
USGS,4.312E+14,431200075010001,HE 658,SP,43.2000083,-75.01670278,NAD83,36,NY,43
USGS,4.312E+14,431200075010002,HE 659,SP,43.20010556,-75.01670278,NAD83,36,NY,43
USGS,4.31218E+14,431218074573601,HE 732,SP,43.20506909,-74.9596006,NAD83,36,NY,43
USGS,4.31232E+14,431232075044701,HE 531,SP,43.2089581,-75.07932689,NAD83,36,NY,43
USGS,4.31338E+14,431338073415801,"SA 414, NY",SP,43.22741667,-73.6996111,NAD83,36,NY,91
USGS,4.31343E+14,431343073420201,SA 397,SP,43.22877778,-73.70077778,NAD83,36,NY,91
USGS,4.31346E+14,431346073420401,"SA 415, NY",SP,43.2294722,-73.7013056,NAD83,36,NY,91
USGS,4.31537E+14,431537075080201,HE 442,SP,43.260347,-75.133496,NAD83,36,NY,43
USGS,4.31606E+14,431606073351000,W 528,SP,43.26840638,-73.585671,NAD83,36,NY,115
USGS,4.31729E+14,431729073382700,SA1262,SP,43.29146124,-73.6403947,NAD83,36,NY,91
USGS,4.3175E+14,431750075093501,OE 173,SP,43.29748889,-75.1598222,NAD83,36,NY,65
USGS,4.3175E+14,431750075093601,OE 172,SP,43.29748889,-75.1600194,NAD83,36,NY,65
USGS,4.31751E+14,431751075093601,OE 175,SP,43.2975972,-75.1602417,NAD83,36,NY,65
USGS,4.31752E+14,431752075093501,OE 174,SP,43.29784167,-75.1599833,NAD83,36,NY,65
USGS,4.31813E+14,431813075053801,HE 731,SP,43.3036801,-75.09349499,NAD83,36,NY,43
USGS,4.31929E+14,431929075112100,OE1183,SP,43.3247914,-75.1887764,NAD83,36,NY,65
USGS,4.32139E+14,432139075423101,OE 179,SP,43.36087778,-75.7088,NAD83,36,NY,65
USGS,4.32139E+14,432139075424701,OE 180,SP,43.36085,-75.7132417,NAD83,36,NY,65
USGS,4.32212E+14,432212075430401,OE 178,SP,43.3701583,-75.7179556,NAD83,36,NY,65
USGS,4.3274E+14,432740075033201,HE 379,SP,43.46117979,-75.05849528,NAD83,36,NY,43
USGS,4.33223E+14,433223075220301,L  22,SP,43.53979135,-75.36711888,NAD83,36,NY,49
USGS,4.3332E+14,433320075191001,L  31,SP,43.5556245,-75.3190623,NAD83,36,NY,49
USGS,4.33411E+14,433411076032501,OW 400,SP,43.5696111,-76.0568333,NAD83,36,NY,75
USGS,4.33429E+14,433429075594900,OW 386,SP,43.57479185,-75.9965866,NAD83,36,NY,75
USGS,4.3362E+14,433620075193601,L 205,SP,43.6055972,-75.326875,NAD83,36,NY,49
USGS,4.33706E+14,433706075182300,L 170,SP,43.6184023,-75.3060087,NAD83,36,NY,49
USGS,4.33914E+14,433914073480700,WR  77,SP,43.65395526,-73.8015153,NAD83,36,NY,113
USGS,4.33941E+14,433941075041101,HE 380,SP,43.66145714,-75.0693393,NAD83,36,NY,43
USGS,4.34228E+14,434228075242001,L 156,SP,43.70784699,-75.40518059,NAD83,36,NY,49
USGS,4.34246E+14,434246075243101,L  85,SP,43.71284699,-75.4082363,NAD83,36,NY,49
USGS,4.34259E+14,434259075432801,L  86,SP,43.71645865,-75.7240785,NAD83,36,NY,49
USGS,4.34431E+14,434431075200301,L  89,SP,43.74201357,-75.3337917,NAD83,36,NY,49
USGS,4.34732E+14,434732073591200,EX 145,SP,43.79228605,-73.9862465,NAD83,36,NY,31
USGS,4.3492E+14,434920075191801,L 203,SP,43.8222833,-75.3217861,NAD83,36,NY,49
USGS,4.3492E+14,434920075191802,L 204,SP,43.8222833,-75.3217861,NAD83,36,NY,49
USGS,4.35324E+14,435324075304200,L 173,SP,43.89006927,-75.5112979,NAD83,36,NY,49
USGS,4.35406E+14,435406073255601,EX  20,SP,43.9017251,-73.4317877,NAD83,36,NY,31
USGS,4.35433E+14,435433073262801,EX  21,SP,43.90922489,-73.440677,NAD83,36,NY,31
USGS,4.35527E+14,435527073273001,EX  24,SP,43.9242244,-73.4579,NAD83,36,NY,31
USGS,4.35558E+14,435558073274301,EX  27,SP,43.9328353,-73.4615114,NAD83,36,NY,31
USGS,4.35602E+14,435602073282601,EX  28,SP,43.93394628,-73.4734561,NAD83,36,NY,31
USGS,4.35623E+14,435623073282901,EX  29,SP,43.93977948,-73.47428959,NAD83,36,NY,31
USGS,4.35631E+14,435631073275001,EX  33,SP,43.94200176,-73.463456,NAD83,36,NY,31
USGS,4.35637E+14,435637073291701,EX  36,SP,43.94366815,-73.4876233,NAD83,36,NY,31
USGS,4.35729E+14,435729073255201,EX  48,SP,43.95811287,-73.4306778,NAD83,36,NY,31
USGS,4.35737E+14,435737073260001,EX  51,SP,43.960335,-73.4329002,NAD83,36,NY,31
USGS,4.35739E+14,435739073283401,EX  52,SP,43.9608901,-73.47567898,NAD83,36,NY,31
USGS,4.35914E+14,435914074204001,GROUNDWATER SEEP 2,SP,43.98727778,-74.3443611,NAD83,36,NY,41
USGS,4.35914E+14,435914074205501,GROUNDWATER SEEP 4,SP,43.98725,-74.34852778,NAD83,36,NY,41
USGS,4.35915E+14,435915074204101,GROUNDWATER SEEP 8,SP,43.9875,-74.3447222,NAD83,36,NY,41
USGS,4.35917E+14,435917074203401,GROUNDWATER SEEP 5,SP,43.98805556,-74.34277778,NAD83,36,NY,41
USGS,4.35917E+14,435917074204401,GROUNDWATER SEEP 6,SP,43.98805556,-74.3455556,NAD83,36,NY,41
USGS,4.35918E+14,435918074204801,GROUNDWATER SEEP 3,SP,43.9883333,-74.3466111,NAD83,36,NY,41
USGS,4.35919E+14,435919074203201,GROUNDWATER SEEP 1,SP,43.98863889,-74.3421944,NAD83,36,NY,41
USGS,4.40045E+14,440045075462001,J 249,SP,44.01257778,-75.7724167,NAD83,36,NY,45
USGS,4.40045E+14,440045075462002,J 250,SP,44.0126222,-75.7724806,NAD83,36,NY,45
USGS,4.40045E+14,440045075462003,J 251,SP,44.01266944,-75.7723556,NAD83,36,NY,45
USGS,4.40522E+14,440522075412301,J 260,SP,44.0895,-75.6899,NAD83,36,NY,45
USGS,4.40952E+14,440952073280801,EX 216,SP,44.16466667,-73.4689361,NAD83,36,NY,31
USGS,4.41008E+14,441008073251400,EX 147,SP,44.1689418,-73.4201268,NAD83,36,NY,31
USGS,4.41009E+14,441009073281801,EX 215,SP,44.16930556,-73.4717944,NAD83,36,NY,31
USGS,4.41245E+14,441245073360000,EX 148,SP,44.21255005,-73.5995774,NAD83,36,NY,31
USGS,4.41302E+14,441302073375201,EX  77,SP,44.2172718,-73.6306896,NAD83,36,NY,31
USGS,4.41335E+14,441335074353800,ST1410,SP,44.2264495,-74.5935083,NAD83,36,NY,89
USGS,4.42047E+14,442047073520901,"EX 290, NY",SP,44.34663889,-73.86925,NAD83,36,NY,31
USGS,4.42051E+14,442051073520501,"EX 292, NY",SP,44.3475833,-73.8683056,NAD83,36,NY,31
USGS,4.42053E+14,442053073520201,"EX 294, NY",SP,44.34827778,-73.8674444,NAD83,36,NY,31
USGS,4.42606E+14,442606074044301,F  15,SP,44.4350499,-74.0782069,NAD83,36,NY,33
USGS,4.42828E+14,442828075131701,ST1472,SP,44.47460278,-75.2214944,NAD83,36,NY,89
USGS,4.42828E+14,442828075132101,ST1473,SP,44.47458056,-75.2225111,NAD83,36,NY,89
USGS,4.42832E+14,442832075131901,ST1474,SP,44.47571667,-75.22211389,NAD83,36,NY,89
USGS,4.42833E+14,442833075132101,ST1475,SP,44.47591389,-75.2226944,NAD83,36,NY,89
USGS,4.43128E+14,443128073274200,EX 149,SP,44.52449189,-73.4612454,NAD83,36,NY,31
USGS,4.43702E+14,443702074482001,ST1477,SP,44.6172722,-74.8056917,NAD83,36,NY,89
USGS,4.4381E+14,443810074274101,F  29,SP,44.6361689,-74.46100138,NAD83,36,NY,33
USGS,4.43835E+14,443835074231901,F  30,SP,44.6431113,-74.3882208,NAD83,36,NY,33
USGS,4.4385E+14,443850073450801,CL  48,SP,44.64726519,-73.7518089,NAD83,36,NY,19
USGS,4.44227E+14,444227073355801,CL  69,SP,44.70754197,-73.5990272,NAD83,36,NY,19
USGS,4.44444E+14,444444074143101,F  35,SP,44.74560615,-74.24155,NAD83,36,NY,33
USGS,4.44759E+14,444759074000200,F  49,SP,44.7997655,-74.0001463,NAD83,36,NY,33
USGS,4.44843E+14,444843074235300,F  50,SP,44.81199535,-74.397674,NAD83,36,NY,33
USGS,4.44844E+14,444844074234800,F  51,SP,44.81227309,-74.3962851,NAD83,36,NY,33
USGS,4.44906E+14,444906073322801,CL 168,SP,44.8183734,-73.5406933,NAD83,36,NY,19
USGS,4.44948E+14,444948074304500,F  52,SP,44.83005105,-74.5121233,NAD83,36,NY,33
USGS,4.4504E+14,445040074242000,F  53,SP,44.8444938,-74.4051778,NAD83,36,NY,33
USGS,4.45043E+14,445043074172300,F  54,SP,44.84532635,-74.2893423,NAD83,36,NY,33
USGS,4.45115E+14,445115074011901,F  36,SP,44.8542107,-74.0215405,NAD83,36,NY,33
USGS,4.45116E+14,445116074112201,F  37,SP,44.85449145,-74.1890585,NAD83,36,NY,33
USGS,4.45127E+14,445127074020300,F  55,SP,44.85754427,-74.0337642,NAD83,36,NY,33
USGS,4.45331E+14,445331074093101,F  41,SP,44.89199038,-74.1582259,NAD83,36,NY,33
USGS,4.45445E+14,445445074034901,F  13,SP,44.9125447,-74.063216,NAD83,36,NY,33
USGS,4.45537E+14,445537074044201,F  48,SP,44.9269892,-74.0779413,NAD83,36,NY,33
USGS,4.45752E+14,445752074025101,F  66,SP,44.964489,-74.04710648,NAD83,36,NY,33
USGS,4.458E+14,445800074024101,F  63,SP,44.9667112,-74.0443285,NAD83,36,NY,33
USGS,4.45845E+14,445845074032301,F  11,SP,44.97921127,-74.0559977,NAD83,36,NY,33
USGS,4.45849E+14,445849074022401,F  64,SP,44.98032236,-74.0396065,NAD83,36,NY,33
USGS,4.459E+14,445900074032301,F  65,SP,44.9833779,-74.055998,NAD83,36,NY,33
