agency_cd,site_no,site_number,station_nm,site_tp_cd,lat,long,dec_coord_datum_cd,district_cd,state,county_cd
USGS,4.11844E+14,411844073503801,WE3987,SP,41.3123161,-73.8434689,NAD83,36,NY,119
USGS,4.11845E+14,411845073550501,WE3981,SP,41.31259389,-73.9176379,NAD83,36,NY,119
USGS,4.11847E+14,411847073362601,WE3835,SP,41.31315018,-73.6067942,NAD83,36,NY,119
USGS,4.11907E+14,411907073550401,WE3982,SP,41.31870499,-73.9173601,NAD83,36,NY,119
USGS,4.11912E+14,411912073374001,WE3812,SP,41.32009449,-73.6273504,NAD83,36,NY,119
USGS,4.11913E+14,411913073473801,WE3989,SP,41.32037167,-73.7934672,NAD83,36,NY,119
USGS,4.11922E+14,411922073361001,WE3837,SP,41.32287237,-73.6023496,NAD83,36,NY,119
USGS,4.11935E+14,411935073560701,WE3983,SP,41.32648276,-73.9348606,NAD83,36,NY,119
USGS,4.11936E+14,411936073430001,WE3811,SP,41.3267607,-73.71624238,NAD83,36,NY,119
USGS,4.11939E+14,411939073460501,WE3801,SP,41.32787165,-73.76818858,NAD83,36,NY,119
USGS,4.11954E+14,411954073442801,WE3841,SP,41.33176056,-73.7406876,NAD83,36,NY,119
USGS,4.12002E+14,412002073414501,WE3816,SP,41.33398299,-73.6954083,NAD83,36,NY,119
USGS,4.12005E+14,412005073475901,WE3990,SP,41.33481607,-73.7993007,NAD83,36,NY,119
USGS,4.12012E+14,412012073371701,WE3814,SP,41.3367611,-73.62096128,NAD83,36,NY,119
USGS,4.12032E+14,412032073351301,WE3824,SP,41.34231678,-73.5865156,NAD83,36,NY,119
USGS,4.12033E+14,412033073391801,WE3802,SP,41.34259425,-73.6545735,NAD83,36,NY,119
USGS,4.12034E+14,412034073334401,WE3838,SP,41.34287245,-73.5617926,NAD83,36,NY,119
USGS,4.12037E+14,412037073392401,WE3803,SP,41.34370535,-73.6562403,NAD83,36,NY,119
USGS,4.12047E+14,412047073401001,WE3810,SP,41.34648305,-73.6690185,NAD83,36,NY,119
USGS,4.12055E+14,412055073415701,WE3815,SP,41.3487051,-73.6987417,NAD83,36,NY,119
USGS,4.12111E+14,412111073341601,WE3825,SP,41.3531501,-73.5706818,NAD83,36,NY,119
USGS,4.12124E+14,412124073352701,WE3828,SP,41.3567611,-73.5904046,NAD83,36,NY,119
USGS,4.12141E+14,412141073355401,P1170,SP,41.3614833,-73.5979049,NAD83,36,NY,79
USGS,4.12145E+14,412145073340101,WE3827,SP,41.3625945,-73.5665149,NAD83,36,NY,119
USGS,4.12148E+14,412148073340301,WE3826,SP,41.36342786,-73.5670705,NAD83,36,NY,119
