agency,gross,site_number,station,site_type,lat,long,dec_coord_datum_cd,district_cd,state,county_cd,map_nm,huc_cd
USGS,3.85049E+14,385049078085401,45US 10,SP,38.8469611,-78.1482194,NAD83,51,VA,157,CHESTER GAP,2080103
USGS,3.85057E+14,385057078133101,45US  2,SP,38.84908889,-78.2253861,NAD83,51,VA,187,CHESTER GAP,2070005
USGS,3.85115E+14,385115078084601,45US  5,SP,38.8542111,-78.1461,NAD83,51,VA,187,CHESTER GAP,2070005
USGS,3.85128E+14,385128078081401,45US  9,SP,38.8578722,-78.1371056,NAD83,51,VA,157,CHESTER GAP,2080103
USGS,3.852E+14,385200078132101,45US  1,SP,38.86668056,-78.2225,NAD83,51,VA,187,CHESTER GAP,2070005
USGS,3.85206E+14,385206078202001,44US  5,SP,38.86846389,-78.338825,NAD83,51,VA,187,BENTONVILLE,2070005
USGS,3.85207E+14,385207078201101,44US  4,SP,38.8686472,-78.3364972,NAD83,51,VA,187,BENTONVILLE,2070005
USGS,3.85212E+14,385212078195701,44US  3,SP,38.87011389,-78.33241389,NAD83,51,VA,187,BENTONVILLE,2070005
USGS,3.85228E+14,385228078092901,45US  7,SP,38.87443889,-78.1581028,NAD83,51,VA,187,CHESTER GAP,2070005
USGS,3.85229E+14,385229078091501,45US  6,SP,38.87481667,-78.1543028,NAD83,51,VA,187,CHESTER GAP,2070005
USGS,3.85235E+14,385235078092701,45VS  3,SP,38.8763472,-78.1574056,NAD83,51,VA,187,FRONT ROYAL,2070005
USGS,3.85241E+14,385241078083901,45VS  5,SP,38.87795556,-78.1443028,NAD83,51,VA,187,FRONT ROYAL,2070005
USGS,3.85242E+14,385242078072001,46VS 14,SP,38.87838889,-78.1222583,NAD83,51,VA,187,LINDEN,2070005
USGS,3.85242E+14,385242078072501,46VS 15,SP,38.87837778,-78.1236056,NAD83,51,VA,187,LINDEN,2070005
USGS,3.85251E+14,385251078090201,45VS  8,SP,38.8808361,-78.1506361,NAD83,51,VA,187,FRONT ROYAL,2070005
USGS,3.85251E+14,385251078094101,45VS  4,SP,38.88076667,-78.16138889,NAD83,51,VA,187,FRONT ROYAL,2070005
USGS,3.85257E+14,385257078072601,46VS 16,SP,38.88254444,-78.1240167,NAD83,51,VA,187,LINDEN,2070005
USGS,3.85325E+14,385325078094601,45VS  9,SP,38.89026389,-78.16291389,NAD83,51,VA,187,FRONT ROYAL,2070005
USGS,3.85327E+14,385327078093501,45VS 10,SP,38.890925,-78.15976389,NAD83,51,VA,187,FRONT ROYAL,2070005
USGS,3.85338E+14,385338078063901,46VS  1,SP,38.89389167,-78.1108722,NAD83,51,VA,187,LINDEN,2070007
USGS,3.8534E+14,385340078072201,46VS 17,SP,38.89432778,-78.1227917,NAD83,51,VA,187,LINDEN,2070007
USGS,3.85341E+14,385341078090701,45VS  6,SP,38.8948611,-78.1520306,NAD83,51,VA,187,FRONT ROYAL,2070005
USGS,3.85345E+14,385345078085201,45VS  7,SP,38.8957972,-78.1478611,NAD83,51,VA,187,FRONT ROYAL,2070005
USGS,3.85421E+14,385421078061801,46VS  4,SP,38.90586944,-78.1050722,NAD83,51,VA,187,LINDEN,2070007
USGS,3.85431E+14,385431078060701,46VS  3,SP,38.9086222,-78.1020806,NAD83,51,VA,187,LINDEN,2070007
USGS,3.8545E+14,385450078064301,46VS  2,SP,38.91399444,-78.1118194,NAD83,51,VA,187,LINDEN,2070007
USGS,3.85452E+14,385452078181201,44VS  1,SP,38.91439444,-78.3034528,NAD83,51,VA,187,STRASBURG,2070005
USGS,3.85454E+14,385454078182101,44VS  2,SP,38.91504167,-78.3059694,NAD83,51,VA,187,STRASBURG,2070005
USGS,3.85544E+14,385544078061701,46VS  5,SP,38.92885,-78.10471389,NAD83,51,VA,187,LINDEN,2070007
USGS,3.85547E+14,385547078040601,46VS  9,SP,38.9297333,-78.0682,NAD83,51,VA,187,LINDEN,2070007
USGS,3.85552E+14,385552078040801,46VS 13,SP,38.93124167,-78.0688222,NAD83,51,VA,187,LINDEN,2070007
USGS,3.85555E+14,385555078040701,46VS 12,SP,38.93206944,-78.06865,NAD83,51,VA,187,LINDEN,2070007
USGS,3.85556E+14,385556078040701,46VS 11,SP,38.93209444,-78.0686111,NAD83,51,VA,187,LINDEN,2070007
USGS,3.85557E+14,385557078040601,46VS 10,SP,38.9324472,-78.06825,NAD83,51,VA,187,LINDEN,2070007
USGS,3.85606E+14,385606078050801,46VS  6,SP,38.93501667,-78.0856361,NAD83,51,VA,187,LINDEN,2070007
USGS,3.85737E+14,385737078022201,46VS  7,SP,38.9602222,-78.0395417,NAD83,51,VA,187,LINDEN,2070007
USGS,3.85834E+14,385834078005301,46VS  8,SP,38.9760222,-78.0146083,NAD83,51,VA,187,LINDEN,2070007
USGS,3.85843E+14,385843078110701,45VS  2,SP,38.9784972,-78.1852944,NAD83,51,VA,187,FRONT ROYAL,2070007
USGS,3.85937E+14,385937078082901,45VS  1,SP,38.9935583,-78.14123889,NAD83,51,VA,187,FRONT ROYAL,2070007
USGS,3.90002E+14,390002078010801,46WS 27,SP,39.0006,-78.0190222,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90002E+14,390002078011101,46WS 29,SP,39.0006361,-78.0197611,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90003E+14,390003078011101,46WS 28,SP,39.0008583,-78.0195833,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90003E+14,390003078011201,46WS 30,SP,39.00093889,-78.0199417,NAD83,51,VA,43,BOYCE,2070007
USGS,3.9001E+14,390010078055501,46WS 39,SP,39.0028111,-78.0985028,NAD83,51,VA,187,BOYCE,2070007
USGS,3.90014E+14,390014078055701,46WS 38,SP,39.00378056,-78.09928889,NAD83,51,VA,187,BOYCE,2070007
USGS,3.90015E+14,390015078055801,46WS 37,SP,39.00404167,-78.09936389,NAD83,51,VA,187,BOYCE,2070007
USGS,3.90019E+14,390019077462501,47WS  8,SP,39.00538655,-77.773328,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.9003E+14,390030078005501,HAMILTON MTN SPRING,SP,39.00834444,-78.0152306,NAD83,51,VA,43,BOYCE,2070007
USGS,3.9011E+14,390110078064501,46WS 24,SP,39.0194861,-78.1126167,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90122E+14,390122078065201,46WS 26,SP,39.02268056,-78.1145056,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90147E+14,390147078055401,46WS  7,SP,39.02738889,-78.0993694,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90158E+14,390158078024401,46WS 34,SP,39.03279167,-78.04545,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90159E+14,390159077484101,47WS  1,SP,39.0331634,-77.811106,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.90201E+14,390201078071201,46WS 25,SP,39.03349444,-78.1201194,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90211E+14,390211078042501,46WS 10,SP,39.03589167,-78.07065,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90218E+14,390218078050101,46WS  9,SP,39.0384407,-78.0833317,NAD83,51,VA,43,BOYCE,2070007
USGS,3.9022E+14,390220077485001,47WS  3,SP,39.03899659,-77.81360599,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.90226E+14,390226078032001,46WS 12,SP,39.03973056,-78.0561,NAD83,51,VA,43,BOYCE,2070007
USGS,3.9024E+14,390240078043501,46WS 11,SP,39.04455169,-78.0761093,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90249E+14,390249078071101,46WS  6,SP,39.0470517,-78.1194435,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90306E+14,390306077485201,47WS  4,SP,39.051774,-77.8141615,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.90346E+14,390346078040001,46WS  8,SP,39.06288458,-78.066387,NAD83,51,VA,43,BOYCE,2070007
USGS,3.9035E+14,390350078175201,44WS  1 BUFFALO MARSH SPRING,SP,39.06396389,-78.2977833,NAD83,51,VA,69,MIDDLETOWN,2070006
USGS,3.90359E+14,390359077505001,47WS  5,SP,39.06649576,-77.8469396,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.90401E+14,390401078051901,46WS 14,SP,39.06705118,-78.0883319,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90405E+14,390405078014201,46WS  1,SP,39.06833889,-78.0281056,NAD83,51,VA,43,BOYCE,2070007
USGS,3.9041E+14,390410078013201,46WS 15,SP,39.069551,-78.0252752,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90424E+14,390424077552101,47WS 14,SP,39.07334167,-77.9224056,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.90424E+14,390424078053201,46WS 31,SP,39.07327778,-78.0920861,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90427E+14,390427077551701,47WS 15,SP,39.07418056,-77.9212611,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.9043E+14,390430077512401,47WS  6,SP,39.0751066,-77.8563842,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.9043E+14,390430078075301,45WS  1,SP,39.07508056,-78.1313167,NAD83,51,VA,43,STEPHENS CITY,2070004
USGS,3.90434E+14,390434077551701,47WS 13,SP,39.07605278,-77.921375,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.90436E+14,390436078003801,46WS 18,SP,39.07677306,-78.0102749,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90436E+14,390436078061501,46WS 13,SP,39.0767732,-78.1038878,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90444E+14,390444078002401,46WS 17,SP,39.0789952,-78.0063859,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90444E+14,390444078041901,46WS 21,SP,39.0789953,-78.07166499,NAD83,51,VA,43,BOYCE,2070007
USGS,3.9045E+14,390450077514201,47WS  7,SP,39.080662,-77.8613842,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.90456E+14,390456078003301,46WS 16,SP,39.08232849,-78.008886,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90457E+14,390457078033701,46WS 23,SP,39.0826063,-78.0599981,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90457E+14,390457078033801,46WS 22,SP,39.0827611,-78.0604333,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90519E+14,390519078023701,46WS  3,SP,39.08865,-78.0429806,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90538E+14,390538077584301,47WS  9,SP,39.09399488,-77.97833008,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.90538E+14,390538078001701,46WS 33,SP,39.09382778,-78.0048194,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90544E+14,390544078063301,46WS 40,SP,39.095625,-78.1090528,NAD83,51,VA,43,BOYCE,2070004
USGS,3.90548E+14,390548078041601,46WS  4,SP,39.09677268,-78.0708317,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90603E+14,390603078031401,46WS  5,SP,39.10080278,-78.0536722,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90618E+14,390618077583301,47WS  2,SP,39.105325,-77.9757833,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.90624E+14,390624078005101,46WS 19,SP,39.1068972,-78.0137972,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90626E+14,390626078060201,46WS 32,SP,39.10709444,-78.1005861,NAD83,51,VA,43,BOYCE,2070004
USGS,3.90634E+14,390634078121301,45WS  2,SP,39.10935556,-78.2035694,NAD83,51,VA,69,STEPHENS CITY,2070004
USGS,3.90635E+14,390635077573501,47WS 12,SP,39.10982785,-77.959441,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.90648E+14,390648078040901,46WS 35,SP,39.11336667,-78.0691028,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90653E+14,390653078041401,46WS  2,SP,39.11438056,-78.0708611,NAD83,51,VA,43,BOYCE,2070007
USGS,3.90657E+14,390657077594301,47WS 10,SP,39.1151,-77.9951611,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.90658E+14,390658078011201,46WS 20,SP,39.11621659,-78.0197197,NAD83,51,VA,43,BOYCE,2070007
USGS,3.9071E+14,390710077511901,48WS  1,SP,39.11667778,-77.8528833,NAD83,51,VA,43,BLUEMONT,2070007
USGS,3.9071E+14,390710077573801,47WS 11,SP,39.1195498,-77.9602744,NAD83,51,VA,43,ASHBY GAP,2070007
USGS,3.90733E+14,390733078013001,46XS  5,SP,39.12593859,-78.0247199,NAD83,51,VA,43,STEPHENSON,2070007
USGS,3.90737E+14,390737077592401,47XS  8,SP,39.12704964,-77.98971928,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.90739E+14,390739077592301,47XS 15,SP,39.12760518,-77.9894415,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.90751E+14,390751078050301,46XS  9,SP,39.13095,-78.0840944,NAD83,51,VA,43,STEPHENSON,2070004
USGS,3.90803E+14,390803077324401,50X 13H,SP,39.1342721,-77.5452675,NAD83,51,VA,107,WATERFORD,2070008
USGS,3.90808E+14,390808077590201,47XS  9,SP,39.13566055,-77.9836081,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.90808E+14,390808078002901,46XS  4,SP,39.13566056,-78.00777518,NAD83,51,VA,43,STEPHENSON,2070007
USGS,3.90811E+14,390811078011001,46XS  3,SP,39.1367722,-78.0193833,NAD83,51,VA,43,STEPHENSON,2070007
USGS,3.90834E+14,390834077550201,47XS  1,SP,39.1442714,-77.9158294,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.90841E+14,390841077524201,47XS  3,SP,39.14518889,-77.8780444,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.90847E+14,390847077555101,47XS  7,SP,39.1464936,-77.9305519,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.90851E+14,390851077555501,47XS 18,SP,39.14760469,-77.93166298,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.90853E+14,390853077584101,47XS 10,SP,39.14816025,-77.9777748,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.90908E+14,390908077560301,47XS  2,SP,39.15219444,-77.9342111,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.90913E+14,390913077572701,47XS 17,SP,39.15371566,-77.9572189,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.90923E+14,390923077581001,47XS  5,SP,39.15649337,-77.9691636,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.90947E+14,390947077583901,47XS  4,SP,39.1647,-77.97836389,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.90956E+14,390956077584801,TRAP SPRING,SP,39.1656222,-77.9800861,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.91E+14,391000077584601,47XS 21,SP,39.1665972,-77.97948889,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.91E+14,391000077584701,47XS 22,SP,39.16653056,-77.97985,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.91002E+14,391002077585401,47XS 11,SP,39.16720278,-77.9814278,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.91003E+14,391003077584901,47XS 24,SP,39.16745278,-77.9802583,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.91004E+14,391004077584801,47XS 23,SP,39.16788889,-77.9800917,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.91029E+14,391029078012701,46XS  8,SP,39.1747222,-78.0241667,NAD83,51,VA,43,STEPHENSON,2070004
USGS,3.91037E+14,391037078021001,46XS  2,SP,39.17720556,-78.0357111,NAD83,51,VA,43,STEPHENSON,2070004
USGS,3.91047E+14,391047078115601,45XS  1,SP,39.17971389,-78.1989056,NAD83,51,VA,840,WINCHESTER,2070004
USGS,3.91058E+14,391058077550001,47XS 16,SP,39.18288156,-77.916385,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.91107E+14,391107077561601,47XS 13,SP,39.1860222,-77.9363778,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.91125E+14,391125077565701,47XS 20,SP,39.1903814,-77.9488856,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.91125E+14,391125078040201,46XS  7,SP,39.190975,-78.06758889,NAD83,51,VA,43,STEPHENSON,2070004
USGS,3.91133E+14,391133077560801,47XS 14,SP,39.19260356,-77.9352743,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.91136E+14,391136077560701,47XS  6,SP,39.19295,-77.9350333,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.91152E+14,391152077585901,47XS 19,SP,39.19788128,-77.98277508,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.91158E+14,391158077581601,47XS 25,SP,39.199425,-77.97103889,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.91158E+14,391158077584801,47XS 12,SP,39.1995479,-77.97971948,NAD83,51,VA,43,BERRYVILLE,2070007
USGS,3.91237E+14,391237078230901, ROCK ENON SPRING,SP,39.21038116,-78.3855616,NAD83,51,VA,69,,2070004
USGS,3.91328E+14,391328078023801,46XS  6,SP,39.2245474,-78.0436097,NAD83,51,VA,43,STEPHENSON,2070007
USGS,3.91416E+14,391416078064501,46XS 10,SP,39.2377222,-78.11253889,NAD83,51,VA,69,STEPHENSON,2070004
USGS,3.91444E+14,391444078022401,46XS  1,SP,39.245658,-78.0397209,NAD83,51,VA,43,STEPHENSON,2070004
USGS,3.9162E+14,391620078051301,46YS  1 BRANSON SPRING,SP,39.2721333,-78.0868528,NAD83,51,VA,69,INWOOD,2070004
USGS,3.91829E+14,391829078074701,45YS  1,SP,39.30801944,-78.1296306,NAD83,51,VA,69,WHITE HALL,2070004
