site_number,nitrate,GPM,state
383234078553201,3.17,,VA
383255078561901,,,VA
383334077220201,,,VA
383338077204301,,,VA
383342077220601,,,VA
383433077252201,,,VA
383441077250801,,,VA
383443077250401,,,VA
383502077230601,,,VA
383515077225201,,,VA
383601077251801,,,VA
383603077251401,,,VA
384000078480901,,,VA
384700078155601,,,VA
384718078151901,,,VA
384718078155801,,,VA
384822077315101,0.08,,VA
384950078201901,,,VA
384956078140001,,,VA
384958078144101,,,VA
385001078145601,,,VA
385004078134801,,,VA
385035077322001,,,VA
385049078085401,,,VA
385057078133101,,,VA
385115078084601,,,VA
385128078081401,,,VA
385200078132101,,,VA
385206078202001,,,VA
385207078201101,,,VA
385212078195701,,,VA
385228078092901,,,VA
385229078091501,,,VA
385235078092701,,,VA
385241078083901,,,VA
385242078072001,,,VA
385242078072501,,,VA
385251078090201,,,VA
385251078094101,,,VA
385257078072601,,,VA
385325078094601,,,VA
385327078093501,,,VA
385338078063901,,,VA
385340078072201,,,VA
385341078090701,,,VA
385345078085201,,,VA
385421078061801,,,VA
385431078060701,,,VA
385450078064301,,,VA
385452078181201,,,VA
385454078182101,,,VA
385544078061701,,,VA
385547078040601,,,VA
385552078040801,,,VA
385555078040701,,,VA
385556078040701,,,VA
385557078040601,,,VA
385606078050801,,,VA
385737078022201,,,VA
385834078005301,,,VA
385843078110701,,,VA
385937078082901,,,VA
390002078010801,,,VA
390002078011101,,,VA
390003078011101,,,VA
390003078011201,,,VA
390010078055501,,,VA
390014078055701,,,VA
390015078055801,,,VA
390019077462501,,,VA
390030078005501,,,VA
390110078064501,,,VA
390122078065201,,,VA
390147078055401,,,VA
390158078024401,,,VA
390159077484101,,,VA
390201078071201,,,VA
390211078042501,,,VA
390218078050101,,,VA
390220077485001,,,VA
390226078032001,,,VA
390240078043501,,,VA
390249078071101,,,VA
390306077485201,,,VA
390346078040001,,,VA
390350078175201,,,VA
390359077505001,,,VA
390401078051901,,,VA
390405078014201,,,VA
390410078013201,,,VA
390424077552101,,,VA
390424078053201,,,VA
390427077551701,,,VA
390430077512401,,,VA
390430078075301,,,VA
390434077551701,,,VA
390436078003801,,,VA
390436078061501,,,VA
390444078002401,,,VA
390444078041901,,,VA
390450077514201,,,VA
390456078003301,,,VA
390457078033701,,,VA
390457078033801,,,VA
390519078023701,3.2,,VA
390538077584301,,,VA
390538078001701,,,VA
390544078063301,,,VA
390548078041601,,,VA
390603078031401,,,VA
390618077583301,3.7,,VA
390624078005101,,,VA
390626078060201,,,VA
390634078121301,,,VA
390635077573501,,,VA
390648078040901,,,VA
390653078041401,,,VA
390657077594301,,,VA
390658078011201,,,VA
390710077511901,,,VA
390710077573801,,,VA
390733078013001,,,VA
390737077592401,,,VA
390739077592301,,,VA
390751078050301,,,VA
390803077324401,2.9,,VA
390808077590201,,,VA
390808078002901,,,VA
390811078011001,,,VA
390834077550201,5.935,,VA
390841077524201,4.4,,VA
390847077555101,,,VA
390851077555501,,,VA
390853077584101,,,VA
390908077560301,,,VA
390913077572701,,,VA
390923077581001,,,VA
390947077583901,,,VA
390956077584801,,,VA
391000077584601,,,VA
391000077584701,,,VA
391002077585401,,,VA
391003077584901,,,VA
391004077584801,,,VA
391029078012701,,,VA
391037078021001,,,VA
391047078115601,,,VA
391058077550001,,,VA
391107077561601,,,VA
391125077565701,,,VA
391125078040201,,,VA
391133077560801,,,VA
391136077560701,,,VA
391152077585901,,,VA
391158077581601,,,VA
391158077584801,,,VA
391237078230901,,,VA
391328078023801,,,VA
391416078064501,,,VA
391444078022401,,,VA
391620078051301,,,VA
391829078074701,,,VA
372740080243001,,,WV
372858080244002,,,WV
373030080195001,,,WV
373030080195501,,,WV
373150080173001,,,WV
373150080173002,,,WV
373540080181001,,,WV
373550080174001,,,WV
373735080141001,,,WV
373740080145501,,,WV
373745080135801,,,WV
373748080142501,,,WV
373750080134601,,,WV
373750080134602,,,WV
373750080134603,,,WV
373925080185901,,,WV
373930080185501,,,WV
382722079250501,,,WV
382800079215101,,,WV
382808079265001,,,WV
382832079224001,,,WV
382858079225301,,,WV
383058079214901,,,WV
383104079283801,,,WV
383156079292501,,,WV
383358079170401,,,WV
383417079171001,,,WV
383508079095601,,,WV
383558079201901,,,WV
383600079223901,,,WV
383603079194801,,,WV
383605079211001,,,WV
383619079211201,,,WV
383635079210001,,,WV
384011079151501,,,WV
384020079293001,,,WV
384025079175101,,,WV
384025079292501,,,WV
384040079290001,,,WV
384100079331501,,,WV
384334079095501,,,WV
384847079072501,,,WV
385054078494901,,,WV
385147078001501,,,WV
385203078492801,,,WV
385327079025701,,,WV
385330079031001,,,WV
385344078554001,,,WV
385448078461701,,,WV
385457079045000,,,WV
385459079045101,,,WV
385504078584001,,,WV
385529079042001,,,WV
385603079004201,,,WV
385706078473901,,,WV
385721078470401,,,WV
385754078442701,,,WV
385859079135901,,,WV
385912079101000,,,WV
385930079064001,,,WV
385930079131000,,,WV
385930079131001,,,WV
385932079003201,,,WV
385933078421401,,,WV
390052079063901,,,WV
390106078583501,,,WV
390115078431301,,,WV
390116078362001,,,WV
390159078373701,,,WV
390208078380401,,,WV
390214078402901,,,WV
390214078414001,,,WV
390243078422801,,,WV
390251079032301,,,WV
390251079032401,,,WV
390252079025501,,,WV
390318078431901,,,WV
390345078374501,,,WV
390354078392001,,,WV
390414079020401,,,WV
390437079032201,,,WV
390438079031701,,,WV
390443078345101,0.41,49820.13,WV
390447078390701,,,WV
390454078312101,,,WV
390514078375901,,,WV
390530079035000,,,WV
390545078391601,,,WV
390547078355901,,,WV
390603079024001,,,WV
390610078351501,,,WV
390645078461001,,,WV
390705078393401,,,WV
390710079101901,,,WV
390728078342001,,,WV
390735078590401,,,WV
390745078282201,,,WV
390752079121201,,,WV
390754079121601,,,WV
390800078384801,,,WV
390818078580301,,,WV
390818079010201,,,WV
390824078555501,,,WV
390852078562101,,,WV
390855078554001,,,WV
390915078322401,,,WV
390924078321501,,,WV
390925079020500,,,WV
390927078562301,,,WV
391027078300001,,,WV
391037077534001,,,WV
391051078593401,,,WV
391100079080000,,,WV
391102077523501,,,WV
391111077520801,,,WV
391120078311800,,,WV
391141077490801,,,WV
391151077490501,,,WV
391151077535401,,,WV
391153077545001,7.3,,WV
391200078594301,,,WV
391200079013000,,,WV
391204077550601,,,WV
391208077523001,,,WV
391252078330101,,,WV
391326079253701,0.6,,WV
391341078550301,,,WV
391346078444601,,,WV
391409077535401,,,WV
391413077572301,5.1,,WV
391415078372501,,,WV
391420077541101,,,WV
391421077545901,,,WV
391421077572901,,,WV
391426077543601,,,WV
391428078274901,,,WV
391430077473601,,,WV
391435077551101,,,WV
391440077545601,,,WV
391440077554101,,,WV
391442078584801,,,WV
391448078362601,,,WV
391457077561601,,,WV
391459077475301,,,WV
391501077482600,,,WV
391501077561201,,,WV
391501077564701,,,WV
391505077502501,6.2,,WV
391510077490901,,,WV
391513077562101,,,WV
391514078273301,,,WV
391515078272801,,,WV
391516077464101,,,WV
391522077513601,4.66,,WV
391525077464901,,,WV
391526077473701,,,WV
391527078570201,,,WV
391531077492401,,,WV
391546077540901,,,WV
391546077540902,,,WV
391546077543101,,,WV
391546077543301,,,WV
391548077541001,,,WV
391555078565001,,,WV
391603079205401,,,WV
391607078580001,,,WV
391617078011601,,,WV
391622078300601,,,WV
391623079210101,,,WV
391626079212901,,,WV
391640078505901,,,WV
391652077493201,,,WV
391655077493801,4.7,,WV
391705078572801,,,WV
391708078335701,,,WV
391715077501801,,,WV
391728078255001,,,WV
391730077520001,6,,WV
391730077525001,6.3,,WV
391731077483901,,,WV
391733077525001,,,WV
391735077484301,5,,WV
391738077525701,,,WV
391745079061000,,,WV
391747079062101,,,WV
391752077535501,,,WV
391754077530601,,,WV
391754077595901,,,WV
391759077450801,,,WV
391800077580801,,,WV
391800078003501,,,WV
391801077543101,,,WV
391802077595201,,,WV
391803077551001,,,WV
391805077550701,4.35,493.713,WV
391810079055001,,,WV
391829077444501,0.06,,WV
391830077445001,,,WV
391831078250701,,,WV
391836077502401,,,WV
391838078265901,,,WV
391840077504001,5.9,,WV
391851078265401,0.17,,WV
391901078493001,,,WV
391903078024901,,,WV
391919078533901,,,WV
391930077441501,9.4,,WV
391940078023400,,,WV
391940079013501,,,WV
391943078481201,,,WV
391945078054000,,,WV
391947078023900,,,WV
391950078032900,2.6,,WV
391956078062600,5.05,,WV
391958078025300,,,WV
391959077455701,,,WV
392000078272501,,,WV
392001078031100,,,WV
392003079071801,,,WV
392004078483001,,,WV
392006078252801,,,WV
392006078265801,,,WV
392006078300401,,,WV
392010077455201,4,,WV
392011079073601,,,WV
392015078472300,,,WV
392017078011200,,,WV
392029077494301,,,WV
392029078294201,,,WV
392030077491801,,,WV
392035077465601,,,WV
392035077544001,,,WV
392036078560401,,,WV
392040077554901,,,WV
392042077554301,3,,WV
392049077554601,3.89,,WV
392051077554601,,,WV
392054077540201,,,WV
392054078041301,,,WV
392055077552501,,,WV
392059078042300,,,WV
392110077555201,1.78,,WV
392118077555401,,,WV
392118078050300,,,WV
392124078050501,5.9,,WV
392142077491501,,,WV
392143077495701,,,WV
392145077503701,,,WV
392146077444101,,,WV
392150077450101,,,WV
392151078054000,,,WV
392156078050000,,,WV
392157078052300,,,WV
392203078050000,,,WV
392205078054300,,,WV
392212079060201,,,WV
392232078225401,,,WV
392241078011901,3.1,,WV
392247079092101,,,WV
392255079093501,,,WV
392300078581201,,,WV
392300079094001,,,WV
392301077451001,,,WV
392301078031801,,,WV
392301078454901,,,WV
392310077540701,,,WV
392318078584101,,,WV
392333077550500,4.8,,WV
392341079044501,,,WV
392343077485101,,,WV
392343077485401,5.7,,WV
392346077553000,,,WV
392355078254901,,,WV
392359077584200,,,WV
392359078063901,0.11,,WV
392429078333701,,,WV
392431078035101,5.3,,WV
392445077504601,,,WV
392501077521101,,,WV
392502077493101,,,WV
392510077483801,,,WV
392510077484001,6.4,,WV
392512077483501,,,WV
392512077492001,,,WV
392516077484801,,,WV
392531077590900,,,WV
392534077591401,4.8,,WV
392536077591301,3.9,,WV
392538077501001,,,WV
392547077530000,,,WV
392550078021300,7.8,,WV
392554077520000,,,WV
392555077504101,,,WV
392607077505201,,,WV
392617079015801,,,WV
392619077541200,5.8,,WV
392627078404001,,,WV
392627078404101,,,WV
392650077551800,,,WV
392704077573900,,,WV
392717077530901,4.85,,WV
392723078103900,0.57,,WV
392745078184001,,,WV
392746078003301,,,WV
392748078003202,4.2,,WV
392753078185901,0.06,,WV
392800077500801,,,WV
392800078190901,,,WV
392806078024700,,,WV
392812077585900,4.63,,WV
392812078020201,,,WV
392815077524000,,,WV
392822077500301,,,WV
392902077484101,,,WV
392907078013501,1.2,,WV
392919078392801,,,WV
392935078054200,,,WV
392950078004601,6.2,,WV
393010078175001,0.11,,WV
393038078081601,2.4,,WV
393102078513501,,,WV
393112077535501,,,WV
393112077535801,,,WV
393116077535201,1.5,,WV
393125078202401,0.31,,WV
393128077554700,3.2,,WV
393138078031600,1.4,,WV
393143078083101,0.15,,WV
393145078033700,,,WV
393149078495301,,,WV
393203078495401,,,WV
393234077583900,,,WV
393252077572000,5.7,,WV
393300077571800,,,WV
393302077582900,3.8,,WV
393320078163201,0.39,,WV
393325077571300,,,WV
393326077593500,,,WV
393334078031800,0.65,,WV
393335077582200,3.2,,WV
393337077532900,4,,WV
393343078163301,0.21,,WV
393400078163001,0.4,,WV
393428078022900,,,WV
393438078163801,0.66,,WV
393456078160201,,,WV
393707078244401,,,WV
393734078134601,0.26,,WV
393738078134501,0.17,,WV
393738078134601,0.2,,WV
393820078062001,,,WV
394059078114201,,,WV
394125078101001,,,WV
394309077445901,,,WV
1983,,1,PA
1829,,2,PA
1718,,,PA
1716,,15,PA
1715,,3,PA
1159,,2,PA
1155,,,PA
1154,,,PA
1152,,2,PA
1149,,,PA
1148,,5,PA
1146,,10,PA
2127,,,PA
2009,,100,PA
2006,,100,PA
2005,,100,PA
2004,,40,PA
1183,,376.5,PA
1181,,8,PA
1180,,9,PA
1179,,76,PA
1178,,12,PA
1177,,258,PA
1176,,705,PA
1175,,1700,PA
1173,,8.5,PA
1172,,3,PA
1171,,2.5,PA
1170,,6.5,PA
1169,,7,PA
1168,,8,PA
1167,,,PA
1166,,210,PA
1165,,1310,PA
1164,,100,PA
1163,,,PA
1162,,,PA
1161,,30,PA
1158,,40,PA
1157,,100,PA
1156,,5,PA
1153,,263,PA
1151,,14,PA
1150,,10,PA
1147,,50,PA
1976,,,PA
1174,,10,PA
2099,,7,PA
1213,,259.5,PA
1212,,948,PA
1211,,7430,PA
1206,,200,PA
1204,,3675,PA
1200,,250,PA
1199,,1455,PA
1192,,4680,PA
2002,,,PA
2195,,10,PA
1314,,,PA
1313,,,PA
1312,,,PA
1305,,,PA
1304,,,PA
2276,,5.51,PA
2275,,12.32,PA
2274,,23.53,PA
2269,,3.12,PA
2268,,,PA
2267,,,PA
2266,,8.68,PA
2265,,5.76,PA
2264,,28.14,PA
2263,,5.04,PA
2262,,1,PA
2261,,5.04,PA
2260,,2.71,PA
2258,,35.61,PA
2257,,43.11,PA
2256,,11.53,PA
2255,,46.08,PA
2254,,39.59,PA
2253,,6.82,PA
2252,,2.11,PA
2251,,9.93,PA
2250,,,PA
2249,,1.87,PA
2248,,10.94,PA
2247,,46.92,PA
2246,,13.2,PA
2245,,3,PA
2243,,15.55,PA
2242,,33.92,PA
2241,,4.2,PA
2240,,6.99,PA
2239,,52.3,PA
2238,,2.92,PA
2235,,14.35,PA
2234,,1.17,PA
2227,,46.11,PA
2226,,10.95,PA
2225,,9.8,PA
2224,,38.5,PA
2223,,28.13,PA
2222,,8.79,PA
2221,,34.19,PA
2214,,5.01,PA
2213,,18.45,PA
2210,,1.72,PA
2209,,1.59,PA
2208,,0,PA
2207,,7.99,PA
2206,,12.79,PA
2205,,0.13,PA
2204,,18.65,PA
2203,,0.21,PA
2202,,0.16,PA
2201,,0.39,PA
2200,,6.95,PA
2199,,0.75,PA
2198,,0.23,PA
2197,,0.4968,PA
2194,,0,PA
2193,,0.0543,PA
2192,,0.14,PA
2190,,0.0245,PA
2189,,0.1454,PA
2187,,0.214,PA
2186,,2,PA
2185,,10,PA
2179,,,PA
2178,,28.92,PA
2177,,11.22,PA
2176,,11.75,PA
2175,,2.78,PA
2174,,,PA
2173,,2,PA
2172,,17.55,PA
2171,,,PA
2170,,15,PA
2169,,14.69,PA
2116,,11.49,PA
2091,,,PA
2067,,,PA
2059,,2.48,PA
2058,,8.83,PA
2057,,,PA
2056,,4.3,PA
2055,,3.3,PA
1441,,2,PA
2282,,10,PA
2163,,470.3,PA
2077,,,PA
2076,,27.5,PA
2075,,,PA
2025,,2270,PA
2000,,,PA
1999,,,PA
1998,,,PA
1997,,,PA
1996,,,PA
1995,,,PA
1994,,,PA
1993,,,PA
1992,,,PA
1991,,,PA
1990,,,PA
1989,,,PA
1988,,,PA
1987,,,PA
1986,,,PA
1985,,,PA
1971,,,PA
1969,,,PA
1968,,,PA
1967,,,PA
1966,,,PA
1965,,,PA
1964,,,PA
1873,,,PA
1847,,1000,PA
1723,,1000,PA
1392,,,PA
1344,,,PA
1342,3.74,738,PA
1337,1.88,7800,PA
1336,7.92,943,PA
1335,,3000,PA
1334,,4060,PA
1333,,13050,PA
1332,5.72,3150,PA
1330,2.86,459,PA
1329,5.46,3500,PA
1327,4.2,5690,PA
1325,,530,PA
1323,,3225,PA
1321,,1.9,PA
1320,,2491,PA
1319,5.06,,PA
1315,3.74,1710,PA
1235,,,PA
1220,7.1,,PA
2284,,20,PA
2037,,,PA
2036,,,PA
2035,,,PA
2034,,,PA
1932,,,PA
1931,,,PA
1930,,,PA
1929,,,PA
1928,,,PA
1927,,,PA
1926,,,PA
1925,,,PA
1924,,,PA
1923,,,PA
1922,,,PA
1921,,,PA
1920,,,PA
1919,,,PA
1918,,,PA
1917,,,PA
1916,,,PA
1915,,,PA
1914,,,PA
1913,,,PA
1912,,,PA
1911,,,PA
1910,,,PA
1909,,,PA
1908,,,PA
1907,,,PA
1906,,,PA
1905,,,PA
1904,,,PA
1903,,,PA
1902,,,PA
1901,,,PA
1900,,,PA
1899,,,PA
1898,,,PA
1897,,,PA
1896,,,PA
1895,,,PA
1894,,,PA
1893,,,PA
1892,,,PA
1891,,,PA
1890,,,PA
1889,,,PA
1888,,,PA
1887,,,PA
1886,,,PA
1885,,,PA
1884,,,PA
1883,,,PA
1882,,,PA
1881,,,PA
1880,,,PA
1879,,,PA
1878,,,PA
1877,,,PA
1876,,,PA
1875,,,PA
1418,,,PA
1388,,,PA
1384,,,PA
1355,,10,PA
1354,,,PA
1345,,,PA
1341,,,PA
1340,,,PA
1324,,,PA
1317,,5,PA
2436,,,PA
2433,,,PA
2432,,,PA
2431,,5,PA
2430,,,PA
2429,,1,PA
2428,,,PA
2427,,,PA
2426,,,PA
2425,,,PA
2424,,,PA
2423,,,PA
2422,,,PA
2421,,,PA
2420,,20,PA
2419,,,PA
2418,,,PA
2417,,,PA
2416,,,PA
2415,,,PA
2414,,,PA
2413,,1.25,PA
2412,,50,PA
2411,,,PA
2410,,,PA
2409,,,PA
2408,,,PA
2407,,2,PA
2406,,,PA
2405,,,PA
2404,,5,PA
2403,,,PA
2402,,20,PA
2401,,,PA
2400,,,PA
2399,,,PA
2398,,,PA
2397,,1.25,PA
2396,,5,PA
2395,,,PA
2394,,5,PA
2393,,,PA
2392,,,PA
2391,,30,PA
2390,,30,PA
2389,,,PA
2388,,,PA
2387,,100,PA
2386,,,PA
2385,,,PA
2384,,,PA
2383,,10,PA
2382,,,PA
2381,,1.25,PA
2380,,5,PA
2379,,,PA
2378,,,PA
2377,,,PA
2376,,,PA
2375,,5,PA
2374,,10,PA
2373,,,PA
2372,,10,PA
2371,,,PA
2370,,,PA
2369,,,PA
2368,,10,PA
2367,,5,PA
2366,,,PA
2365,,5,PA
2364,,,PA
2363,,,PA
2362,,12,PA
2361,,,PA
2360,,,PA
2359,,,PA
2358,,15,PA
2357,,,PA
2356,,,PA
2355,,,PA
2354,,,PA
2353,,,PA
2352,,,PA
2351,,,PA
2350,,,PA
2349,,,PA
2348,,,PA
2347,,,PA
2346,,1.25,PA
2345,,5,PA
2344,,,PA
2343,,,PA
2342,,,PA
2341,,1.25,PA
2340,,,PA
2339,,,PA
2338,,5,PA
2337,,,PA
2336,,5,PA
2335,,,PA
2334,,,PA
2333,,5,PA
2332,,,PA
2331,,1.25,PA
2330,,,PA
2329,,,PA
2328,,5,PA
2327,,1,PA
2326,,,PA
2325,,,PA
2324,,,PA
2323,,1.25,PA
2322,,,PA
2321,,,PA
2320,,,PA
2319,,10,PA
2318,,,PA
2317,,5,PA
2316,,,PA
2315,,,PA
2314,,,PA
2313,,1.25,PA
2191,,1,PA
2030,,10,PA
2029,,10,PA
1984,,10,PA
1390,,1000,PA
1380,1.88,3029,PA
1379,,670,PA
1378,,3700,PA
1377,,980,PA
1376,1.76,1070,PA
1375,,570,PA
1373,,,PA
1370,,100,PA
1369,,300,PA
1367,,,PA
1366,,874,PA
1364,,1270,PA
1363,,,PA
1362,,1815,PA
1360,,2000,PA
1359,3.3,13000,PA
1358,,5900,PA
1357,2.64,10000,PA
1066,,21,PA
2109,,5.43,PA
2108,,2.92,PA
1386,,7,PA
1385,,2,PA
1372,,2,PA
1368,,,PA
2168,,5,PA
2166,,,PA
2165,,7.17,PA
2121,,4.5,PA
2098,,,PA
1303,,5,PA
1302,,1790,PA
1301,,320,PA
1300,2.7,636,PA
1299,,1245,PA
1298,2.7,355,PA
1295,,1800,PA
1294,,30,PA
1292,,1000,PA
1290,,845,PA
1286,,50,PA
1284,,,PA
1283,,,PA
1282,,,PA
1281,,730,PA
1280,,,PA
1279,,1100,PA
1278,,,PA
1277,10,1460,PA
1276,4.3,1500,PA
1275,8.3,1580,PA
1274,,200,PA
1273,,12200,PA
1272,,15700,PA
1271,5.7,1400,PA
1269,3.2,11674,PA
1265,,1102.5,PA
1264,,560,PA
1263,,382.5,PA
1262,,285,PA
1261,,5100,PA
1260,,5100,PA
1259,,2255,PA
1258,,2450,PA
1257,,812.5,PA
1245,,1070,PA
2281,,,PA
2237,,29.39,PA
2229,,,PA
2228,,9,PA
2012,,,PA
2011,,509.5,PA
2010,,500,PA
1871,,,PA
1730,3.4,100,PA
1310,,10,PA
2066,,,PA
8,,258,PA
79,,305,PA
66,,1190,PA
626,,620,PA
625,,1040,PA
6,,2500,PA
595,,887.5,PA
402,,530,PA
388,,10,PA
382,,890,PA
380,,5,PA
375,,1780,PA
265,,430,PA
233,,8,PA
2259,,,PA
2181,,240,PA
2180,,50,PA
2087,,209.6,PA
2086,,204.6,PA
2085,,460.8,PA
2084,,180.5,PA
2083,,,PA
2082,,1047.25,PA
2081,,1494.7,PA
2080,,232.2,PA
2053,,11.2,PA
2049,,,PA
2048,,,PA
2047,,50,PA
2046,,,PA
2045,,,PA
2044,,,PA
2043,,,PA
2042,,,PA
2041,,,PA
2040,,,PA
2039,,,PA
2038,,20,PA
2024,,,PA
2021,,1.55,PA
2020,,,PA
2019,,14.18,PA
2018,,2.44,PA
2017,,1,PA
2013,,1.08,PA
1978,,,PA
1977,,,PA
1861,,5,PA
1859,,5,PA
156,8.1,1300,PA
153,,10,PA
151,,525,PA
150,,10,PA
149,,600,PA
130,,450,PA
648,,,PA
2061,,19.3,PA
1827,,,PA
1826,,10,PA
1825,,8,PA
1824,,5,PA
1823,,5.5,PA
1821,,2,PA
1820,,1,PA
165,,500,PA
832,,40,PA
829,2.86,2800,PA
823,,2.7,PA
815,,506,PA
776,4.4,1845,PA
775,,1305,PA
763,,496.5,PA
752,,,PA
749,,,PA
739,,690,PA
738,,60,PA
711,,,PA
704,,105,PA
689,,,PA
685,,,PA
675,,20,PA
2291,,,PA
2290,,,PA
2289,,,PA
2288,,,PA
2287,,,PA
2280,,,PA
1974,,,PA
1973,,,PA
1972,,,PA
871,,,PA
868,,7.5,PA
865,,2.9,PA
914,,4,PA
910,,11,PA
906,,2,PA
684,,3,PA
683,,,PA
680,19,,PA
679,,5,PA
678,,60,PA
677,,3,PA
676,,10,PA
671,6.9,,PA
669,,10,PA
668,13,,PA
667,,5,PA
665,,,PA
664,,2,PA
663,,3,PA
662,12,,PA
661,,,PA
660,,5,PA
659,,,PA
658,,10,PA
657,,3,PA
656,,,PA
654,,,PA
653,,5,PA
652,,5,PA
650,,10,PA
649,,,PA
647,,2,PA
646,,1375,PA
645,,,PA
644,,2090,PA
643,,,PA
642,,,PA
641,,,PA
640,,10,PA
639,,10,PA
638,,,PA
637,,55,PA
634,,,PA
633,,,PA
632,,10,PA
631,,,PA
630,,,PA
629,,,PA
628,,,PA
627,,,PA
621,,50,PA
620,,,PA
611,,,PA
603,,,PA
596,9.665,50,PA
571,,,PA
502,,,PA
455,,,PA
426,,,PA
392,,,PA
310,,,PA
269,,,PA
2233,,13.45,PA
2027,,5,PA
2008,,,PA
2001,,,PA
1982,,5,PA
1981,,,PA
1874,,,PA
1872,,,PA
1858,,,PA
721,,,PA
718,,,PA
717,,,PA
716,,,PA
715,,,PA
713,,,PA
712,,,PA
710,,,PA
709,,,PA
708,,,PA
707,,525,PA
702,,,PA
701,,10,PA
700,,,PA
699,,,PA
698,,,PA
697,,5,PA
696,,,PA
695,,,PA
694,,,PA
693,,,PA
692,,,PA
691,,,PA
690,,,PA
687,,,PA
686,,,PA
2232,,7.74,PA
2231,,30.28,PA
2230,,82.84,PA
2220,,,PA
2219,,,PA
2162,,1.403,PA
2014,,,PA
2003,,,PA
1979,,10,PA
1870,,,PA
1869,,,PA
1868,,,PA
1867,,,PA
1849,,20,PA
907,,,PA
903,,,PA
899,,4,PA
892,,2.3,PA
2285,,10,PA
968,,20,PA
967,,3.5,PA
965,,2,PA
963,,11,PA
962,0.89,20000,PA
2452,,,PA
2122,,4.115,PA
2097,,1.1625,PA
2218,,17.81,PA
2217,,9,PA
2216,,14.88,PA
2215,,3.66,PA
2161,,4.61,PA
2143,,32.68,PA
2142,,5.35,PA
2140,,20.15,PA
2115,,67.23,PA
2114,,12.49,PA
2113,,18.37,PA
941,,107,PA
937,0.95,14600,PA
934,7.55,865,PA
928,,940,PA
925,,,PA
1828,,,PA
951,,80,PA
960,,,PA
950,,,PA
949,,350,PA
944,,,PA
933,,,PA
2026,,1,PA
922,,7.5,PA
921,,,PA
920,,,PA
919,,25,PA
918,0.08,90,PA
2236,,,PA
2184,,10,PA
2031,,40,PA
2007,,,PA
1731,,2,PA
940,,,PA
930,,,PA
926,,2,PA
1742,,,PA
1741,,,PA
1740,,,PA
1739,,,PA
1738,,,PA
1737,,,PA
1736,,,PA
1735,,,PA
1734,,,PA
1733,,,PA
1732,,,PA
1721,,,PA
1720,,,PA
947,,,PA
946,,,PA
945,,,PA
935,,50,PA
2160,,,PA
1961,,,PA
1960,,,PA
1959,,,PA
1958,,,PA
1957,,,PA
1956,,,PA
1955,,,PA
1954,,,PA
1953,,,PA
1952,,,PA
1948,,,PA
1947,,,PA
1946,,,PA
1945,,,PA
1944,,,PA
1942,,,PA
1941,,,PA
1940,,,PA
1939,,,PA
1938,,,PA
1937,,,PA
1936,,,PA
1935,,,PA
1933,,,PA
1777,,,PA
1773,,,PA
1771,,,PA
1770,,,PA
1767,,,PA
1766,,,PA
1764,,,PA
1760,,,PA
1759,,,PA
1758,,,PA
1757,,,PA
1756,,,PA
1753,,,PA
1752,,,PA
1751,,,PA
1749,,,PA
1748,,,PA
1747,,,PA
1746,,,PA
2096,,,PA
1071,,1,PA
2183,,10,PA
2182,,50,PA
2102,,5,PA
2015,,,PA
1140,,,PA
1137,,,PA
1120,,2,PA
1081,,,PA
2167,,7.77,PA
1857,,,PA
1845,,,PA
1844,,,PA
1843,,,PA
1842,,,PA
1841,,,PA
1840,,,PA
1839,,,PA
1838,,,PA
1096,,,PA
2159,,3.29,PA
2130,,,PA
2129,,,PA
2128,,11.2,PA
2074,,11.51,PA
1963,,,PA
1962,,,PA
1951,,,PA
1950,,,PA
1949,,,PA
1934,,,PA
1837,,,PA
1836,,5,PA
1834,,6.955,PA
1065,,4,PA
1064,,40,PA
1063,,200,PA
1061,,250,PA
1141,,,PA
1074,,,PA
987,,,PA
985,,,PA
984,,,PA
2158,,,PA
2079,,,PA
2078,,10,PA
2068,,,PA
1863,,50,PA
1860,,450,PA
1023,,,PA
101-00010,0.5,,VA
101-00771,0.42,,VA
101-00793,1,,VA
101-00794,0.37,,VA
101-00795,0.08,,VA
101-00852,0.06,4,VA
101-00853,0.05,3,VA
101-00854,2.5,3.5,VA
104-00010,0.515,,VA
107-00081,0.3,835,VA
107-00083,0.18,1313,VA
107-00084,0.3,1266,VA
107-00105,5.2,,VA
107-00106,0.15,150,VA
107-00169,1.9,1001.5,VA
107-00170,12,1617.22,VA
107-00197,2.7,,VA
107-00198,2.9,,VA
107-00199,0.31,492.78,VA
107-00394,2.7,,VA
107-00400,2.7,,VA
107-00402,2.1,,VA
107-00412,2.2,,VA
107-00416,1.4,,VA
107-00418,1.4,,VA
107-00421,0.17,,VA
107-00422,0.09,,VA
107-00427,2,,VA
107-00453,0.39,5000,VA
107-00588,1.4,623.5,VA
107-00589,1.6,1175,VA
107-00590,1.6,1349,VA
107-00591,0.49,1478,VA
107-00592,0.8,3380,VA
107-00593,0.2,1700,VA
107-00594,1.11,4359.5,VA
107-00595,0.35,2200.545,VA
107-00596,1.45,1000,VA
107-00611,2.9,,VA
107-00621,2.1,,VA
107-00622,1.7,,VA
107-00656,0.395,641.78,VA
107-00657,1.6,88,VA
107-00754,3.5,,VA
107-00783,0.5,6,VA
107-00783,0.5,6,VA
107-00786,1.75,2,VA
107-00901,1.55,215,VA
107-00902,3.9,130,VA
107-00903,2.5,,VA
