agency,gross,site_number,station,site_type,lat,long,dec_coord_datum_cd,district_cd,state_cd,county_cd
USGS,3.85619E+14,385619077063601,Spring 1 at Dalecarlia Reservoir,SP,38.9386111,-77.11,NAD83,24,DC,1
